Sectores de actividad CNAE 2009;Tiempo de trabajo;Periodo;Total
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2005T4;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2005T3;0,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2005T2;0,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2005T1;0,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2004T4;0,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2004T3;0,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2004T2;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2004T1;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2003T4;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2003T3;0,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2003T2;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2003T1;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2002T4;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2002T3;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2002T2;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2002T1;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2001T4;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2001T3;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2001T2;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2001T1;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2000T4;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2000T3;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2000T2;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por maternidad;2000T1;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2007T4;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2007T3;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2007T2;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2007T1;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2006T4;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2006T3;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2006T2;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2006T1;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2005T4;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2005T3;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2005T2;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2005T1;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2004T4;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2004T3;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2004T2;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2004T1;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2003T4;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2003T3;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2003T2;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2003T1;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2002T4;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2002T3;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2002T2;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2002T1;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2001T4;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2001T3;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2001T2;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2001T1;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2000T4;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2000T3;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2000T2;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por permisos remunerados;2000T1;0,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2007T4;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2007T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2007T2;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2007T1;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2006T4;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2006T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2006T2;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2006T1;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2005T4;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2005T3;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2005T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2005T1;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2004T4;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2004T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2004T2;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2004T1;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2003T4;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2003T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2003T2;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2003T1;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2002T4;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2002T3;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2002T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2002T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2001T4;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2001T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2001T2;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2001T1;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2000T4;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2000T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2000T2;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por razones técnicas o económicas;2000T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2007T4;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2007T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2007T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2007T1;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2006T4;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2006T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2006T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2006T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2005T4;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2005T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2005T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2005T1;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2004T4;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2004T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2004T2;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2004T1;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2003T4;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2003T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2003T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2003T1;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2002T4;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2002T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2002T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2002T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2001T4;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2001T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2001T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2001T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2000T4;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2000T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2000T2;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas no trabajadas por compensación horas extras;2000T1;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2007T4;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2007T3;0,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2007T2;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2007T1;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2006T4;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2006T3;0,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2006T2;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2006T1;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2005T4;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2005T3;0,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2005T2;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2005T1;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2004T4;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2004T3;0,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2004T2;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2004T1;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2003T4;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2003T3;0,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2003T2;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2003T1;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2002T4;0,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2002T3;0,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2002T2;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2002T1;0,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2001T4;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2001T3;0,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2001T2;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2001T1;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2000T4;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2000T3;0,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2000T2;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otras horas no trabajadas y remuneradas;2000T1;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2007T4;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2007T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2007T2;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2007T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2006T4;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2006T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2006T2;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2006T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2005T4;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2005T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2005T2;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2005T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2004T4;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2004T3;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2004T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2004T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2003T4;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2003T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2003T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2003T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2002T4;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2002T3;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2002T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2002T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2001T4;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2001T3;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2001T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2001T1;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2000T4;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Horas perdidas en el lugar de trabajo;2000T3;0,1
